lat,lon,noise_LAeq
50.0776376,14.4448725,48.08
50.0776376,14.4448725,49.06
50.0776376,14.4448725,51.67
50.0776376,14.4448725,55.71
50.0776376,14.4448725,54.37
50.0776376,14.4448725,56.42
50.0776376,14.4448725,55
50.0776376,14.4448725,57.21
50.0776376,14.4448725,51.49
50.0776376,14.4448725,47.06
50.0776376,14.4448725,51.68
50.0776376,14.4448725,45.29
50.0776376,14.4448725,47.11
50.0776376,14.4448725,45.74
50.0776376,14.4448725,44.73
50.0776376,14.4448725,47.86
50.0776376,14.4448725,48.49
50.0776376,14.4448725,44.84
50.0776376,14.4448725,55.04
50.0776376,14.4448725,47.13
50.0776376,14.4448725,44.45
50.0776376,14.4448725,45.58
50.0776376,14.4448725,41.95
50.0776376,14.4448725,42.17
50.0776376,14.4448725,43.83
50.0776376,14.4448725,41.37
50.0776376,14.4448725,42.86
50.0776376,14.4448725,42.13
50.0776376,14.4448725,44.94
50.0776376,14.4448725,49.95
50.0776376,14.4448725,41.71
50.0776376,14.4448725,43.35
50.0776376,14.4448725,42.21
50.0776376,14.4448725,41.18
50.0776376,14.4448725,55.32
50.0776376,14.4448725,42.59
50.0776376,14.4448725,43.5
50.0776376,14.4448725,40.83
50.0776376,14.4448725,40.64
50.0776376,14.4448725,40.54
50.0776376,14.4448725,41.14
50.0776376,14.4448725,40.88
50.0776376,14.4448725,40.99
50.0776376,14.4448725,40.77
50.0776376,14.4448725,40.58
50.0776376,14.4448725,41.26
50.0776376,14.4448725,42.49
50.0776376,14.4448725,41.85
50.0776376,14.4448725,51.59
50.0776376,14.4448725,57.2
50.0776376,14.4448725,56.88
50.0776376,14.4448725,59.45
50.0776376,14.4448725,57.76
50.0776376,14.4448725,54.31
50.0776376,14.4448725,60.17
50.0776376,14.4448725,53.31
50.0776376,14.4448725,46.99
50.0776376,14.4448725,45.57
50.0776376,14.4448725,44.3
50.0776376,14.4448725,46.09
50.0776376,14.4448725,44.14
50.0776376,14.4448725,43.16
50.0776376,14.4448725,42.47
50.0776376,14.4448725,42.49
50.0776376,14.4448725,45.67
50.0776376,14.4448725,53.57
50.0776376,14.4448725,55.62
50.0776376,14.4448725,59.2
50.0776376,14.4448725,55.9
50.0776376,14.4448725,54.36
50.0776376,14.4448725,61.45
50.0776376,14.4448725,63.1
50.0776376,14.4448725,58.18
50.0776376,14.4448725,62.56
50.0776376,14.4448725,62.44
50.0776376,14.4448725,63.38
50.0776376,14.4448725,61.5
50.0776376,14.4448725,60.75
50.0776376,14.4448725,60.99
50.0776376,14.4448725,59.2
50.0776376,14.4448725,55.29
50.0776376,14.4448725,53.13
50.0776376,14.4448725,58.6
50.0776376,14.4448725,54.37
50.0776376,14.4448725,56.95
50.0776376,14.4448725,64.49
50.0776376,14.4448725,65.82
50.0776376,14.4448725,64.91
50.0776376,14.4448725,65.65
50.0776376,14.4448725,68.09
50.0776376,14.4448725,67.05
50.0776376,14.4448725,63.9
50.0776376,14.4448725,57.37
50.0776376,14.4448725,54.72
50.0776376,14.4448725,52.37
50.0776376,14.4448725,55.39
50.0776376,14.4448725,68.01
50.0776376,14.4448725,64.12
50.0776376,14.4448725,58.77
50.0776376,14.4448725,56.87
50.0776376,14.4448725,54.61
50.0776376,14.4448725,53.15
50.0776376,14.4448725,51.34
50.0776376,14.4448725,51.4
50.0776376,14.4448725,53.43
50.0776376,14.4448725,54.15
50.0776376,14.4448725,51.49
50.0776376,14.4448725,50.22
50.0776376,14.4448725,48.78
50.0776376,14.4448725,52.73
50.0776376,14.4448725,47.43
50.0776376,14.4448725,47.87
50.0776376,14.4448725,48.24
50.0776376,14.4448725,48.83
50.0776376,14.4448725,54.45
50.0776376,14.4448725,50.3
50.0776376,14.4448725,54.54
50.0776376,14.4448725,51.81
50.0776376,14.4448725,52.58
50.0776376,14.4448725,54.3
50.0776376,14.4448725,57.48
50.0776376,14.4448725,53.74
50.0776376,14.4448725,63.69
50.0776376,14.4448725,61.65
50.0776376,14.4448725,74.93
50.0776376,14.4448725,57.08
50.0776376,14.4448725,53.78
50.0776376,14.4448725,56.77
50.0776376,14.4448725,68.18
50.0776376,14.4448725,57.96
50.0776376,14.4448725,53.7
50.0776376,14.4448725,57.41
50.0776376,14.4448725,54.42
50.0776376,14.4448725,57.04
50.0776376,14.4448725,62.77
50.0776376,14.4448725,60.77
50.0776376,14.4448725,55.36
50.0776376,14.4448725,60.69
50.0776376,14.4448725,52.63
50.0776376,14.4448725,66.98
50.0776376,14.4448725,57.12
50.0776376,14.4448725,54.98
50.0776376,14.4448725,56.49
50.0776376,14.4448725,56.85
50.0776376,14.4448725,58.76
50.0776376,14.4448725,56
50.0776376,14.4448725,59.65
50.0776376,14.4448725,58.77
50.0776376,14.4448725,53.65
50.0776376,14.4448725,56.72
50.0776376,14.4448725,59.89
50.0776376,14.4448725,79.9
50.0776376,14.4448725,73.68
50.0776376,14.4448725,74.37
50.0776376,14.4448725,70.71
50.0776376,14.4448725,66.96
50.0776376,14.4448725,55.15
50.0776376,14.4448725,56.78
50.0776376,14.4448725,58.84
50.0776376,14.4448725,64.97
50.0776376,14.4448725,67.87
50.0776376,14.4448725,65.37
50.0776376,14.4448725,57.01
50.0776376,14.4448725,61.51
50.0776376,14.4448725,69.62
50.0776376,14.4448725,68.83
50.0776376,14.4448725,70.22
50.0776376,14.4448725,69.26
50.0776376,14.4448725,71.14
50.0776376,14.4448725,69.39
50.0776376,14.4448725,68.94
50.0776376,14.4448725,70.2
50.0776376,14.4448725,71.82
50.0776376,14.4448725,61.7
50.0776376,14.4448725,68.88
50.0776376,14.4448725,57.85
50.0776376,14.4448725,66.67
50.0776376,14.4448725,59.58
50.0776376,14.4448725,59.99
50.0776376,14.4448725,61.38
50.0776376,14.4448725,66.13
50.0776376,14.4448725,60.24
50.0776376,14.4448725,65.5
50.0776376,14.4448725,68.77
50.0776376,14.4448725,73.17
50.0776376,14.4448725,67.66
50.0776376,14.4448725,67.42
50.0776376,14.4448725,69.34
50.0776376,14.4448725,66.6
50.0776376,14.4448725,62.71
50.0776376,14.4448725,59.3
50.0776376,14.4448725,61.57
50.0776376,14.4448725,70.64
50.0776376,14.4448725,60.1
50.0776376,14.4448725,61.46
50.0776376,14.4448725,64.99
50.0776376,14.4448725,63.43
50.0776376,14.4448725,59.96
50.0776376,14.4448725,63.42
50.0776376,14.4448725,59.32
50.0776376,14.4448725,57.77
50.0776376,14.4448725,54.7
50.0776376,14.4448725,61.19
50.0776376,14.4448725,60.46
50.0776376,14.4448725,61.95
50.0776376,14.4448725,70.56
50.0776376,14.4448725,74.32
50.0776376,14.4448725,72.83
50.0776376,14.4448725,62.34
50.0776376,14.4448725,63.3
50.0776376,14.4448725,56.77
50.0776376,14.4448725,52.17
50.0776376,14.4448725,56.45
50.0776376,14.4448725,58.67
50.0776376,14.4448725,58.16
50.0776376,14.4448725,58.71
50.0776376,14.4448725,60.09
50.0776376,14.4448725,59.72
50.0776376,14.4448725,55.19
50.0776376,14.4448725,62.19
50.0776376,14.4448725,66.91
50.0776376,14.4448725,82.5
50.0776376,14.4448725,84.64
50.0776376,14.4448725,84.95
50.0776376,14.4448725,84.42
50.0776376,14.4448725,76.32
50.0776376,14.4448725,74.48
50.0776376,14.4448725,66.8
50.0776376,14.4448725,67.29
50.0776376,14.4448725,56.26
50.0776376,14.4448725,58.52
50.0776376,14.4448725,72.72
50.0776376,14.4448725,73.08
50.0776376,14.4448725,70.84
50.0776376,14.4448725,64.71
50.0776376,14.4448725,58.1
50.0776376,14.4448725,66.57
50.0776376,14.4448725,61.93
50.0776376,14.4448725,64.26
50.0776376,14.4448725,57.5
50.0776376,14.4448725,54.73
50.0776376,14.4448725,53.5
50.0776376,14.4448725,54.41
50.0776376,14.4448725,66.27
50.0776376,14.4448725,55.43
50.0776376,14.4448725,55.85
50.0776376,14.4448725,60.98
50.0776376,14.4448725,60.75
50.0776376,14.4448725,64.48
50.0776376,14.4448725,57.15
50.0776376,14.4448725,66.46
50.0776376,14.4448725,60.16
50.0776376,14.4448725,61.51
50.0776376,14.4448725,62.25
50.0776376,14.4448725,60.25
50.0776376,14.4448725,56.3
50.0776376,14.4448725,57.69
50.0776376,14.4448725,63.68
50.0776376,14.4448725,52.45
50.0776376,14.4448725,57.98
50.0776376,14.4448725,58.87
50.0776376,14.4448725,62.39
50.0776376,14.4448725,56.26
50.0776376,14.4448725,55.49
50.0776376,14.4448725,59.84
50.0776376,14.4448725,56.92
50.0776376,14.4448725,59.49
50.0776376,14.4448725,58.05
50.0776376,14.4448725,55.52
50.0776376,14.4448725,56.48
50.0776376,14.4448725,58.79
50.0776376,14.4448725,57.52
50.0776376,14.4448725,58.16
50.0776376,14.4448725,62.4
50.0776376,14.4448725,62.6
50.0776376,14.4448725,58.98
50.0776376,14.4448725,56.36
50.0776376,14.4448725,60.22
50.0776376,14.4448725,69.76
50.0776376,14.4448725,54.87
50.0776376,14.4448725,59.63
50.0776376,14.4448725,50.8
50.0776376,14.4448725,51.85
50.0776376,14.4448725,54.68
50.0776376,14.4448725,56.41
50.0776376,14.4448725,61.19
50.0776376,14.4448725,60.81
50.0776376,14.4448725,53.39
50.0776376,14.4448725,51.67
50.0776376,14.4448725,55.62
50.0776376,14.4448725,58.41
50.0776376,14.4448725,52.27
50.0776376,14.4448725,58.01
50.0776376,14.4448725,53.8
50.0776376,14.4448725,54.29
50.0776376,14.4448725,54.67
50.0776376,14.4448725,53.21
50.0776376,14.4448725,55.03
50.0776376,14.4448725,59.25
50.0776376,14.4448725,56.9
50.0776376,14.4448725,56.06
50.0776376,14.4448725,56.47
50.0776376,14.4448725,56.93
50.0776376,14.4448725,55.13
50.0776376,14.4448725,58.33
50.0776376,14.4448725,57.88
50.0776376,14.4448725,56.8
50.0776376,14.4448725,53.07
50.0776376,14.4448725,62.26
50.0776376,14.4448725,52.33
50.0776376,14.4448725,58.12
50.0776376,14.4448725,61.43
50.0776376,14.4448725,54.16
50.0776376,14.4448725,55.22
50.0776376,14.4448725,53.34
50.0776376,14.4448725,56.71
50.0776376,14.4448725,56.9
50.0776376,14.4448725,56.98
50.0776376,14.4448725,60.48
50.0776376,14.4448725,54.11
